% Model,STEAM_T1_5B.mph
% Version,COMSOL 5.3.1.180
% Date,"Apr 25 2018, 11:48"
% Table,Table 8 - kCu_avg_HT0_5Aa (kCu_avg_HT0_5Aa)
% Time (s),kCu_avg_HT0_5Aa (W/(m*K))
0.004240000000000001,2018.3447745101848
0.00425,2015.8005101149015
0.004260000000000001,2013.2634678044606
0.00427,2010.7336162832858
0.00428,2008.2109244428896
0.00429,2005.6953613604032
0.0043,2003.1868962971514
0.0043100000000000005,2000.6854986972453
0.00432,1998.1911381861746
0.0043300000000000005,1995.7037845694074
0.00434,1993.2234078310316
0.004350000000000001,1990.7499781323882
0.00436,1988.2834658106992
0.004370000000000001,1985.8238413777688
0.00438,1983.3710755186155
0.004390000000000001,1980.9251390901939
0.0044,1978.4860031200603
0.004410000000000001,1976.0536388051119
0.00442,1973.6280175103093
0.004430000000000001,1971.2091107673823
0.00444,1968.7968902736063
0.00445,1966.391327890556
0.00446,1963.9923956428524
0.00447,1961.6000657169725
0.0044800000000000005,1959.2143104600293
0.00449,1956.8351023785656
0.0045000000000000005,1954.4624141373863
0.00451,1952.0962185583705
0.004520000000000001,1949.7364886193154
0.00453,1947.3831974527723
0.004540000000000001,1945.0363183449165
0.00455,1942.6958247343928
0.004560000000000001,1940.3616902112249
0.00457,1938.0338885156827
0.004580000000000001,1935.7123935371703
0.00459,1933.3971793131636
0.004600000000000001,1931.0882200280964
0.00461,1928.7854900123182
0.00462,1926.4889637409956
0.0046300000000000004,1924.1986158330885
0.00464,1921.91442105029
0.0046500000000000005,1919.6363542960096
0.00466,1917.3643906143143
0.0046700000000000005,1915.0985051889536
0.00468,1912.8386733423133
0.004690000000000001,1910.5848705344442
0.0047,1908.3370723620556
0.004710000000000001,1906.0952545575542
0.00472,1903.8593929880396
0.004730000000000001,1901.6294636543864
0.00474,1899.4054426902362
0.004750000000000001,1897.187306361088
0.00476,1894.9750310633517
0.004770000000000001,1892.768593323422
0.00478,1890.5679697967284
0.00479,1888.3731372668547
0.0048000000000000004,1886.184072644632
0.00481,1884.0007529672
0.0048200000000000005,1881.8231553971664
0.00483,1879.6512572216986
0.0048400000000000006,1877.4850358516546
0.00485,1875.3244688207064
0.004860000000000001,1873.169533784492
0.00487,1871.0202085197595
0.004880000000000001,1868.8764709235204
0.00489,1866.7382990122078
0.004900000000000001,1864.6056709208503
0.00491,1862.478564902254
0.004920000000000001,1860.3569593261707
0.00493,1858.240832678498
0.004940000000000001,1856.130163560483
0.00495,1854.0249306879043
0.00496,1851.925112890314
0.0049700000000000005,1849.830689110226
0.00498,1847.7416384023518
0.0049900000000000005,1845.6579399328382
0.005,1843.5795729784986
0.005,1843.5795729784986
0.01,1210.6979975086888
0.015,934.7205499431246
0.02,785.1647517867822
0.025,692.9504782008954
0.030000000000000002,631.048527091568
0.034999999999999996,587.1138663815783
0.04,554.732167439408
0.045,530.1856613945666
0.049999999999999996,511.15364362102565
0.055,496.1170056035312
0.06,484.04699036555115
0.065,474.2269529057855
0.07,466.14490843179533
0.07500000000000001,459.4267114602947
0.08,453.79342844995847
0.085,449.0334446506582
0.09000000000000001,444.98374438811214
0.095,441.51704583468535
0.1,438.5327693197214
0.10500000000000001,435.95057732643454
0.11,433.7056771560087
0.115,431.745354646953
0.12000000000000001,430.0238870017334
0.125,428.5050794080464
0.13,427.15931459119207
0.135,425.9619026059452
0.14,424.8920916006695
0.14500000000000002,423.9323663123536
0.15,423.06789284353073
0.155,422.2860628511576
0.16,421.57611970946624
0.165,420.92885317883344
0.17,420.3363500482689
0.17500000000000002,419.79178977761677
0.18000000000000002,419.28927444985453
0.185,418.8236935050289
0.19,418.39060597659943
0.195,417.98614236666606
0.2,417.60692342157006
0.20500000000000002,417.24999211198326
0.21000000000000002,416.9127559956928
0.215,416.59293813148474
0.22,416.2885352354701
0.225,415.99778197549375
0.23,415.7191204261037
0.23500000000000001,415.45117384993006
0.24000000000000002,415.1927241201557
0.245,414.94269222592806
0.25,414.7001214001828
0.255,414.4641624842374
0.26,414.2340612041102
0.265,414.0091470844186
0.27,413.7888237686916
0.275,413.57256055074134
0.28,413.35988495978665
0.28500000000000003,413.1503762256283
0.29000000000000004,412.94365954404486
0.295,412.7394010332065
0.3,412.53730327747576
0.305,412.3371013811117
0.31,412.1385594739196
0.315,411.94146761655475
0.32,411.7456390548543
0.325,411.55090777818
0.33,411.3571263448334
0.335,411.1641639439907
0.34,410.97190466710083
0.34500000000000003,410.7802459641774
0.35000000000000003,410.58909726330586
0.35500000000000004,410.39837873478115
0.36,410.2080201838211
0.365,410.0179600576801
0.37,409.8281445545122
0.375,409.6385268228109
0.38,409.4490662416305
0.385,409.25972777298404
0.39,409.0704813787881
0.395,408.8813014955541
0.4,408.69216656080357
0.405,408.5030585858553
0.41000000000000003,408.3139627702418
0.41500000000000004,408.12486715352946
0.42000000000000004,407.93576230076087
0.425,407.7466410181615
0.43,407.55749809608386
0.435,407.3683300765237
0.44,407.1791350427797
0.445,406.9899124291158
0.45,406.8006628484731
0.455,406.61138793650395
0.46,406.42209021036166
0.465,406.2327729408407
0.47000000000000003,406.04344003660253
0.47500000000000003,405.85409593933923
0.48000000000000004,405.66474552885643
0.485,405.47539403713614
0.49,405.2860469705464
0.495,405.09671003942896
0.5,404.9073890943921
0.505,404.71809006866516
0.51,404.52881892596724
0.515,404.3395816133658
0.52,404.15038401866434
0.525,403.96123193189163
0.53,403.77213101050756
0.535,403.5830867479753
0.54,403.39410444537623
0.545,403.2051891857746
0.55,403.0163458110694
0.555,402.8275789010779
0.56,402.6389956444557
0.5650000000000001,402.4506236240199
0.5700000000000001,402.26241848502025
0.5750000000000001,402.0743623678087
0.5800000000000001,401.8864564204414
0.585,401.69870902675353
0.59,401.5111296536001
0.595,401.32372706582265
0.6,401.1365093069727
0.605,400.94948401101976
0.61,400.76265860336207
0.615,400.5760403709828
0.62,400.3896364580874
0.625,400.20345388192146
0.63,400.01749951727805
0.635,399.8317800838847
0.64,399.64630214458884
0.645,399.4610721084839
0.65,399.2760962334253
0.655,399.0913806268575
0.66,398.9069312460883
0.665,398.72275389914694
0.67,398.538854245665
0.675,398.3552377984354
0.68,398.17190992526804
0.685,397.9888758507649
0.6900000000000001,397.80614065802274
0.6950000000000001,397.62370929047074
0.7000000000000001,397.4415865539022
0.7050000000000001,397.2597771186098
0.71,397.07828552153165
0.715,396.8971161684223
0.72,396.7162733360613
0.725,396.5357611745203
0.73,396.3555837094506
0.735,396.1757448443811
0.74,395.9962483630143
0.745,395.81709793153533
0.75,395.6382971009148
0.755,395.4598493092096
0.76,395.2817578838493
0.765,395.10402604390566
0.77,394.9266569023509
0.775,394.74965346828685
0.78,394.5730186491586
0.785,394.39675525293825
0.79,394.2208659902817
0.795,394.0453534766584
0.8,393.8702202344477
0.805,393.69546869500556
0.81,393.5211012006989
0.8150000000000001,393.3471200069039
0.8200000000000001,393.1735272839739
0.8250000000000001,393.00033059549895
0.8300000000000001,392.8275242647294
0.8350000000000001,392.65509610299176
0.84,392.4830412683099
0.845,392.31136256673466
0.85,392.1400623959978
0.855,391.96914247782274
0.86,391.79860413531
0.865,391.62844852184975
0.87,391.45867671749517
0.875,391.28928974968557
0.88,391.1202885869116
0.885,390.9516741406757
0.89,390.7834472607726
0.895,390.61560873354824
0.9,390.4481592837146
0.905,390.28109957707767
0.91,390.11443022259016
0.915,389.94815177373835
0.92,389.78226472973006
0.925,389.6167695368219
0.93,389.45166658958976
0.935,389.2869562322958
0.9400000000000001,389.1226387602253
0.9450000000000001,388.95871442093716
0.9500000000000001,388.7951834154503
0.9550000000000001,388.63204589940744
0.9600000000000001,388.4693019842437
0.965,388.3069517383215
0.97,388.1449951880279
0.975,387.98343231884223
0.98,387.8222630763751
0.985,387.66148736738853
0.99,387.5011050607835
0.995,387.34111598857186
1,387.181519946813
