% Model,STEAM_T1_5B.mph
% Version,COMSOL 5.3.1.180
% Date,"Apr 25 2018, 12:14"
% Table,Table 5 - CvSc_avg_HT0_5Aa (CvSc_avg_HT0_5Aa)
% Time (s),CvSc_avg_HT0_5Aa (J/(m^3*K))
0.0029000000000000002,350837.7708385286
0.0029100000000000003,351579.73280799226
0.0029200000000000003,352320.2853826361
0.0029300000000000003,353059.43506554666
0.0029400000000000003,353797.1883084215
0.0029500000000000004,354533.5515118679
0.0029600000000000004,355268.5310263178
0.0029700000000000004,356002.13315256604
0.0029800000000000004,356734.36414204055
0.00299,357465.23019764805
0.003,358194.7374741605
0.00301,358922.8920789446
0.00302,359649.70007212146
0.00303,360375.16746742337
0.00304,361099.30023280485
0.00305,361822.1042904354
0.0030600000000000002,362543.58551774226
0.0030700000000000002,363263.7497475314
0.0030800000000000003,363982.60276867024
0.0030900000000000003,364700.1503264762
0.0031000000000000003,365416.39812329836
0.0031100000000000004,366131.3518188818
0.0031200000000000004,366845.01703087584
0.0031300000000000004,367557.3993350279
0.0031400000000000004,368268.50426625105
0.0031500000000000005,368978.33731842873
0.00316,369686.90394506254
0.00317,370394.2095598702
0.00318,371100.2595369795
0.00319,371805.05921139434
0.0032,372508.6138796397
0.00321,373210.9287997082
0.00322,373912.0091917875
0.0032300000000000002,374611.86023871903
0.0032400000000000003,375310.4870860968
0.0032500000000000003,376007.89484283805
0.0032600000000000003,376704.08858152013
0.0032700000000000003,377399.07333891204
0.0032800000000000004,378092.8541158885
0.0032900000000000004,378785.43587838934
0.0033000000000000004,379476.8235571769
0.0033100000000000004,380167.02204884577
0.0033200000000000005,380856.0362154852
0.00333,381543.8708854629
0.00334,382230.53085371817
0.00335,382916.0208820122
0.00336,383600.345699195
0.00337,384283.51000177534
0.00338,384965.5184538081
0.0033900000000000002,385646.375687638
0.0034000000000000002,386326.0863041736
0.0034100000000000003,387004.6548730777
0.0034200000000000003,387682.08593279426
0.0034300000000000003,388358.3839912884
0.0034400000000000003,389033.5535263511
0.0034500000000000004,389707.5989854599
0.0034600000000000004,390380.5247864878
0.0034700000000000004,391052.3353178367
0.0034800000000000005,391723.0349388322
0.0034900000000000005,392392.6279794439
0.0035,393061.1187417067
0.00351,393728.511498586
0.00352,394394.81049545016
0.00353,395060.0199497588
0.00354,395724.144051222
0.00355,396387.18696233793
0.0035600000000000002,397049.1528186491
0.0035700000000000003,397710.04572893854
0.0035800000000000003,398369.86977515643
0.0035900000000000003,399028.6290131395
0.0036000000000000003,399686.3274728472
0.0036100000000000004,400342.9691581003
0.0036200000000000004,400998.5580473774
0.0036300000000000004,401653.09809374297
0.0036400000000000004,402306.5932251731
0.0036500000000000005,402959.0473445296
0.0036600000000000005,403610.46433045476
0.00367,404260.84803684644
0.00368,404910.2022935905
0.00369,405558.53090620035
0.0037,406205.83765691833
0.00371,406852.1263041376
0.00372,407497.40058294317
0.0037300000000000002,408141.66420540586
0.0037400000000000003,408784.9208603708
0.0037500000000000003,409427.1742142195
0.0037600000000000003,410068.42791074485
0.0037700000000000003,410708.6855713914
0.0037800000000000004,411347.95079533267
0.0037900000000000004,411986.22716008814
0.0038000000000000004,412623.51822112733
0.0038100000000000005,413259.82751263224
0.0038200000000000005,413895.158547185
0.0038300000000000005,414529.51481626474
0.0038400000000000005,415162.89979045425
0.00385,415795.3169193091
0.00386,416426.769631919
0.00387,417057.26133697387
0.00388,417686.79542251694
0.0038900000000000002,418315.37525683286
0.0039000000000000003,418943.0041880275
0.00391,419569.6855447506
0.003920000000000001,420195.422635761
0.00393,420820.21875024715
0.00394,421444.0771586507
0.00395,422067.0011117925
0.00396,422688.99384168757
0.0039700000000000004,423310.0585617223
0.00398,423930.19846635056
0.0039900000000000005,424549.4167317634
0.004,425167.7165158057
0.0040100000000000005,425785.10095810064
0.00402,426401.57318009617
0.004030000000000001,427017.1362856108
0.00404,427631.7933606492
0.004050000000000001,428245.547473507
0.00406,428858.4016751273
0.004070000000000001,429470.3589993241
0.00408,430081.42246228893
0.004090000000000001,430691.5950637181
0.0041,431300.8797860824
0.00411,431909.27959518
0.00412,432516.7974403299
0.00413,433123.43625406345
0.0041400000000000005,433729.1989527626
0.00415,434334.08843681944
0.0041600000000000005,434938.1075902731
0.00417,435541.2592809865
0.0041800000000000006,436143.5463613442
0.00419,436744.971668164
0.004200000000000001,437345.5380221454
0.00421,437945.2482288101
0.004220000000000001,438544.1050784698
0.00423,439142.111346003
0.004240000000000001,439739.2697914159
0.00425,440335.5831593397
0.004260000000000001,440931.0541799971
0.00427,441525.6855684559
0.00428,442119.4800255164
0.00429,442712.4402371083
0.0043,443304.56887506443
0.0043100000000000005,443895.8685967326
0.00432,444486.34204520064
0.0043300000000000005,445075.99184964
0.00434,445664.82062513346
0.004350000000000001,446252.83097295667
0.00436,446840.0254806252
0.004370000000000001,447426.4067219402
0.00438,448011.97725717194
0.004390000000000001,448596.7396331759
0.0044,449180.6963833526
0.004410000000000001,449763.8500279244
0.00442,450346.2030740075
0.004430000000000001,450927.75801552576
0.00444,451508.5173334928
0.00445,452088.48349615716
0.00446,452667.65895898425
0.00447,453246.0461644583
0.0044800000000000005,453823.6475430465
0.00449,454400.465512131
0.0045000000000000005,454976.5024771671
0.00451,455551.76083118096
0.004520000000000001,456126.242954654
0.00453,456699.9512165524
0.004540000000000001,457272.88797324314
0.00455,457845.0555694107
0.004560000000000001,458416.45633792586
0.00457,458987.0925997185
0.004580000000000001,459556.9666640129
0.00459,460126.0808286618
0.004600000000000001,460694.43737984943
0.00461,461262.0385922046
0.00462,461828.88672923535
0.0046300000000000004,462394.98404296115
0.00464,462960.33277431404
0.0046500000000000005,463524.93515298393
0.00466,464088.79339791235
0.0046700000000000005,464651.90971675166
0.00468,465214.2863063832
0.004690000000000001,465775.9253530179
0.0047,466336.8290318475
0.004710000000000001,466896.9995076831
0.00472,467456.4389347331
0.004730000000000001,468015.1494563673
0.00474,468573.1332059874
0.004750000000000001,469130.39230626496
0.00476,469686.92886987806
0.004770000000000001,470242.7449988913
0.00478,470797.84278576035
0.00479,471352.2243123116
0.0048000000000000004,471905.8916508458
0.00481,472458.84686335066
0.0048200000000000005,473011.0920018963
0.00483,473562.6291093662
0.0048400000000000006,474113.4602181382
0.00485,474663.5873513673
0.004860000000000001,475213.012522558
0.00487,475761.73773548164
0.004880000000000001,476309.7649845366
0.00489,476857.09625488054
0.004900000000000001,477403.7335220492
0.00491,477949.6787525071
0.004920000000000001,478494.9339033811
0.00493,479039.5009225097
0.004940000000000001,479583.3817489499
0.00495,480126.57831243135
0.00496,480669.09253370477
0.0049700000000000005,481210.92632502754
0.00498,481752.08158931916
0.0049900000000000005,482292.5602207484
0.005,482832.36410495423
0.005,482832.36410495423
0.01,693784.8128303224
0.015,838519.2446260075
0.02,947709.6380808754
0.025,1035314.9356467195
0.030000000000000002,1108756.2311545592
0.034999999999999996,1172114.206416201
0.04,1227788.1127113295
0.045,1277364.6677048465
0.049999999999999996,1321991.1196800899
0.055,1362533.5038090972
0.06,1399657.459822777
0.065,1433880.6332998523
0.07,1465610.6619221508
0.07500000000000001,1495172.9719470192
0.08,1522830.8225384625
0.085,1548799.6986222903
0.09000000000000001,1573257.75761545
0.095,1596353.5611152342
0.1,1618211.9194521585
0.10500000000000001,1638938.3950189985
0.11,1658622.8301040933
0.115,1677342.151662402
0.12000000000000001,1695189.6355658725
0.125,1712234.9904613837
0.13,1728535.900922624
0.135,1744143.3696961643
0.14,1759103.495344295
0.14500000000000002,1773458.0469959686
0.15,1787244.82334565
0.155,1800498.05065609
0.16,1813248.7943683183
0.165,1825525.3403044813
0.17,1837353.5271437333
0.17500000000000002,1848757.030705265
0.18000000000000002,1859757.6457512132
0.185,1870375.408054846
0.19,1880628.8092699978
0.195,1890534.984417901
0.2,1900109.8521896803
0.20500000000000002,1909368.2274851636
0.21000000000000002,1918323.9227763838
0.215,1926989.8423261088
0.22,1935378.0675595
0.225,1943499.932512227
0.23,1951366.0902144709
0.23500000000000001,1958986.5715987822
0.24000000000000002,1966370.8382252173
0.245,1973527.829633787
0.25,1980466.0058993744
0.255,1987193.385891576
0.26,1993717.5817332137
0.265,2000045.82990131
0.27,2006185.0193580135
0.275,2012141.7170407353
0.28,2017922.1907677467
0.28500000000000003,2023532.4307083774
0.29000000000000004,2028978.1685084768
0.295,2034264.8944725413
0.3,2039397.8734014027
0.305,2044382.1592609824
0.31,2049222.6086181558
0.315,2053923.8928669046
0.32,2058490.5094098805
0.325,2062926.7919626473
0.33,2067236.9200676112
