% Model,STEAM_T1_5B.mph
% Version,COMSOL 5.3.1.180
% Date,"Apr 25 2018, 12:12"
% Table,Table 1 - T_avg_HT0_5Aa (T_avg_HT0_5Aa)
% Time (s),T_avg_HT0_5Aa (K)
0.00151,27.276428620584987
0.00152,27.32923152329119
0.0015300000000000001,27.381782984045326
0.0015400000000000001,27.434085944691255
0.0015500000000000002,27.486143293950715
0.0015600000000000002,27.537957868709828
0.0015700000000000002,27.589532455267666
0.00158,27.64086979054598
0.00159,27.691972563264095
0.0016,27.742843415077836
0.00161,27.79348494168568
0.0016200000000000001,27.84389969390209
0.0016300000000000002,27.89409017869968
0.0016400000000000002,27.94405886022091
0.0016500000000000002,27.99380816076125
0.0016600000000000002,28.04334046172332
0.00167,28.092658104544558
0.00168,28.141763391598378
0.00169,28.1906585870697
0.0017000000000000001,28.239345917806443
0.0017100000000000001,28.287827574146984
0.0017200000000000002,28.33610571072462
0.0017300000000000002,28.384182447250197
0.0017400000000000002,28.432059869272997
0.00175,28.479740028921334
0.00176,28.527224945622404
0.00177,28.57451660680335
0.0017800000000000001,28.621616968573377
0.0017900000000000001,28.668527956387514
0.0018000000000000002,28.71525146569301
0.0018100000000000002,28.761789362558517
0.0018200000000000002,28.80814348428697
0.0018300000000000002,28.854315640012157
0.00184,28.900307611280198
0.00185,28.946121152615756
0.00186,28.991757992073723
0.0018700000000000001,29.037219831776937
0.0018800000000000002,29.08250834844024
0.0018900000000000002,29.127625193880885
0.0019000000000000002,29.172571995516936
0.0019100000000000002,29.2173503568521
0.0019200000000000003,29.261961857949697
0.00193,29.30640805589359
0.00194,29.35069048523908
0.0019500000000000001,29.39481065845157
0.0019600000000000004,29.4387700663354
0.00197,29.482570178451624
0.00198,29.526212443526173
0.00199,29.56969828984783
0.002,29.61302912565705
0.00201,29.656206339525163
0.00202,29.69923130072489
0.00203,29.74210535959174
0.00204,29.784829847877308
0.00205,29.827406079094402
0.00206,29.869835348853446
0.0020700000000000002,29.91211893519173
0.0020800000000000003,29.95425809889531
0.0020900000000000003,29.99625408381256
0.0021000000000000003,30.038108117161425
0.0021100000000000003,30.079821409829346
0.0021200000000000004,30.121395156666555
0.0021300000000000004,30.162830536772518
0.00214,30.20412871377632
0.00215,30.24529083611039
0.00216,30.286318037278576
0.00217,30.32721143611788
0.00218,30.367972137054757
0.00219,30.408601230355636
0.0022,30.449099792372063
0.00221,30.489468885780546
0.00222,30.529709559816748
0.00223,30.5698228505058
0.0022400000000000002,30.609809780886017
0.0022500000000000003,30.6496713612296
0.0022600000000000003,30.68940858925708
0.0022700000000000003,30.729022450348648
0.0022800000000000003,30.768513917749697
0.0022900000000000004,30.807883952773196
0.0023000000000000004,30.847133504996712
0.00231,30.88626351245683
0.00232,30.925274901838026
0.00233,30.964168588658417
0.00234,31.002945477451977
0.00235,31.041606461945964
0.00236,31.080152425236058
0.00237,31.11858423995681
0.00238,31.156901758861753
0.00239,31.195104025165964
0.0024000000000000002,31.233190919646848
0.0024100000000000002,31.271163353933286
0.0024200000000000003,31.30902230802586
0.0024300000000000003,31.346768727909208
0.0024400000000000003,31.38440351812837
0.0024500000000000004,31.421927556940943
0.0024600000000000004,31.459341709343757
0.0024700000000000004,31.496646827150105
0.00248,31.533843752039253
0.00249,31.570933316686787
0.0025,31.607916344345163
0.00251,31.64479364831042
0.00252,31.68156603186148
0.00253,31.71823428850752
0.00254,31.754799202260386
0.00255,31.791261547805625
0.00256,31.827622090670683
0.0025700000000000002,31.86388158734766
0.0025800000000000003,31.90004078541173
0.0025900000000000003,31.93610042366582
0.0026000000000000003,31.972061232294376
0.0026100000000000003,32.00792393300659
0.0026200000000000004,32.04368923916601
0.0026300000000000004,32.07935785591763
0.0026400000000000004,32.11493048031696
0.00265,32.15040780145927
0.00266,32.185790500603844
0.00267,32.22107925129498
0.00268,32.25627471948031
0.00269,32.291377563627044
0.0027,32.326388434838044
0.00271,32.36130797696297
0.00272,32.39613682670917
0.0027300000000000002,32.43087561374914
0.0027400000000000002,32.465524960826585
0.0027500000000000003,32.50008548386063
0.0027600000000000003,32.53455779204723
0.0027700000000000003,32.5689424879599
0.0027800000000000004,32.60324016764724
0.0027900000000000004,32.63745142072999
0.0028000000000000004,32.671576830494665
0.0028100000000000004,32.705616973986984
0.00282,32.739572422102704
0.00283,32.773443739677155
0.00284,32.80723148557254
0.00285,32.84093621276444
0.00286,32.87455846842663
0.00287,32.908098794013334
0.00288,32.94155772534147
0.00289,32.97493579267023
0.0029000000000000002,33.00823352078025
0.0029100000000000003,33.041451429049786
0.0029200000000000003,33.07459003153216
0.0029300000000000003,33.107649837028504
0.0029400000000000003,33.140631349162376
0.0029500000000000004,33.173535066450704
0.0029600000000000004,33.20636148237491
0.0029700000000000004,33.239111085450055
0.0029800000000000004,33.27178435929314
0.00299,33.304381782690214
0.003,33.3369038296619
0.00301,33.36935096952844
0.00302,33.40172366697309
0.00303,33.43402238210473
0.00304,33.46624757051915
0.00305,33.498399683359814
0.0030600000000000002,33.530479167376924
0.0030700000000000002,33.56248646498563
0.0030800000000000003,33.594422014323875
0.0030900000000000003,33.62628624930873
0.0031000000000000003,33.65807959969171
0.0031100000000000004,33.68980249111341
0.0031200000000000004,33.721455345157096
0.0031300000000000004,33.753038579401824
0.0031400000000000004,33.784552607474
0.0031500000000000005,33.815997839098664
0.00316,33.84737468014937
0.00317,33.878683532698304
0.00318,33.90992479506388
0.00319,33.9410988618597
0.0032,33.972206124040774
0.00321,34.00324696894998
0.00322,34.03422178036403
0.0032300000000000002,34.065130938537905
0.0032400000000000003,34.09597482024886
0.0032500000000000003,34.126753798840284
0.0032600000000000003,34.15746824426426
0.0032700000000000003,34.188118523123485
0.0032800000000000004,34.21870499871271
0.0032900000000000004,34.249228031059566
0.0033000000000000004,34.27968797696498
0.0033100000000000004,34.31008519004176
0.0033200000000000005,34.3404200207547
0.00333,34.37069281645782
0.00334,34.4009039214329
0.00335,34.43105367692581
0.00336,34.461142421183595
0.00337,34.491170489490266
0.00338,34.521138214202445
0.0033900000000000002,34.55104592478402
0.0034000000000000002,34.580893947840764
0.0034100000000000003,34.610682607154
0.0034200000000000003,34.64041222371391
0.0034300000000000003,34.67008311575278
0.0034400000000000003,34.69969559877703
0.0034500000000000004,34.729249985599175
0.0034600000000000004,34.75874658636931
0.0034700000000000004,34.78818570860592
0.0034800000000000005,34.817567657226846
0.0034900000000000005,34.84689273457846
0.0035,34.876161240466196
0.00351,34.905373472183314
0.00352,34.934529724539296
0.00353,34.96363028988913
0.00354,34.99267545816038
0.00355,35.02166551688115
0.0035600000000000002,35.0506007512068
0.0035700000000000003,35.0794814439474
0.0035800000000000003,35.10830787559343
0.0035900000000000003,35.13708032434222
0.0036000000000000003,35.16579906612304
0.0036100000000000004,35.19446437462315
0.0036200000000000004,35.223076521311924
0.0036300000000000004,35.25163577546576
0.0036400000000000004,35.2801424041924
0.0036500000000000005,35.30859667245468
0.0036600000000000005,35.33699884309371
0.00367,35.365349176852895
0.00368,35.39364793240027
0.00369,35.42189536635073
0.0037,35.45009173328927
0.00371,35.47823728579221
0.00372,35.50633227444881
0.0037300000000000002,35.53437694788312
0.0037400000000000003,35.562371552775026
0.0037500000000000003,35.590316333880146
0.0037600000000000003,35.618211534051504
0.0037700000000000003,35.64605739425916
0.0037800000000000004,35.67385415361034
0.0037900000000000004,35.70160204936858
0.0038000000000000004,35.72930131697423
0.0038100000000000005,35.756952190062556
0.0038200000000000005,35.78455490048326
0.0038300000000000005,35.81210967831909
0.0038400000000000005,35.839616751903776
0.00385,35.867076347840836
0.00386,35.894488691021245
0.00387,35.921854004640956
0.00388,35.94917251021853
0.0038900000000000002,35.976444427612535
0.0039000000000000003,36.00366997503828
0.00391,36.03084936908473
0.003920000000000001,36.057982824730836
0.00393,36.08507055536253
0.00394,36.11211277278814
0.00395,36.13910968725475
0.00396,36.16606150746407
0.0039700000000000004,36.192968440587215
0.00398,36.219830692281285
0.0039900000000000005,36.24664846670313
0.004,36.27342196652547
0.0040100000000000005,36.30015139295091
0.00402,36.32683694572661
0.004030000000000001,36.3534788231594
0.00404,36.38007722212902
0.004050000000000001,36.40663233810267
0.00406,36.43314436514875
0.004070000000000001,36.45961349595048
0.00408,36.486039921819774
0.004090000000000001,36.51242383271027
0.0041,36.53876541723045
0.00411,36.56506486265688
0.00412,36.59132235494703
0.00413,36.617538078752034
0.0041400000000000005,36.6437122174289
0.00415,36.669844953053435
0.0041600000000000005,36.69593646643216
0.00417,36.72198693711461
0.0041800000000000006,36.747996543404646
0.00419,36.77396546237368
0.004200000000000001,36.799893869870715
0.00421,36.825781940534846
0.004220000000000001,36.851629847806514
0.00423,36.8774377639386
0.004240000000000001,36.90320586000774
0.00425,36.92893430592503
0.004260000000000001,36.95462327044699
0.00427,36.98027292118689
0.00428,37.00588342462398
0.00429,37.031454946115645
0.0043,37.05698764990635
0.0043100000000000005,37.082481699138675
0.00432,37.10793725586355
0.0043300000000000005,37.13335448104929
0.00434,37.158733534592635
0.004350000000000001,37.18407457532789
0.00436,37.20937776103646
0.004370000000000001,37.23464324845694
0.00438,37.25987119329429
0.004390000000000001,37.28506175022872
0.0044,37.31021507292567
0.004410000000000001,37.33533131404442
0.00442,37.36041062524751
0.004430000000000001,37.385453157208815
0.00444,37.41045905962355
0.00445,37.4354284812161
0.00446,37.46036156974888
0.00447,37.48525847203085
0.0044800000000000005,37.51011933392612
0.00449,37.53494430036201
0.0045000000000000005,37.559733515337115
0.00451,37.584487121930295
0.004520000000000001,37.60920526230757
0.00453,37.633888077731044
0.004540000000000001,37.65853570856631
0.00455,37.68314829428985
0.004560000000000001,37.70772597349794
0.00457,37.732268883913164
0.004580000000000001,37.7567771623921
0.00459,37.78125094493345
0.004600000000000001,37.805690366684516
0.00461,37.83009556194918
0.00462,37.854466664194725
0.0046300000000000004,37.878803806059196
0.00464,37.90310711935792
0.0046500000000000005,37.927376735091705
0.00466,37.951612783452184
0.0046700000000000005,37.975815393829855
0.00468,37.99998469482024
0.004690000000000001,38.02412081423072
0.0047,38.04822387908717
0.004710000000000001,38.072294015640466
0.00472,38.096331349373045
0.004730000000000001,38.120336005005136
0.00474,38.144308106501164
0.004750000000000001,38.168247777076274
0.00476,38.1921551392021
0.004770000000000001,38.21603031461321
0.00478,38.23987342431308
0.00479,38.263684588580155
0.0048000000000000004,38.2874639269736
0.00481,38.311211558339686
0.0048200000000000005,38.334927600816904
0.00483,38.35861217184214
0.0048400000000000006,38.382265388156796
0.00485,38.40588736581146
0.004860000000000001,38.42947822017224
0.00487,38.45303806592602
0.004880000000000001,38.47656701708615
0.00489,38.500065186997446
0.004900000000000001,38.52353268834206
0.00491,38.546969633144386
0.004920000000000001,38.570376132776616
0.00493,38.59375229796364
0.004940000000000001,38.61709823878843
0.00495,38.64041406469709
0.00496,38.66369988450402
0.0049700000000000005,38.68695580639633
0.00498,38.710181937939666
0.0049900000000000005,38.733378386082414
0.005,38.75654525716107
0.005,38.75654525716107
0.01,47.957991123656896
0.015,54.76027519211624
0.02,60.36328453320264
0.025,65.25393938272778
0.030000000000000002,69.68908319640303
0.034999999999999996,73.80607740919554
0.04,77.68011716306899
0.045,81.35845527422943
0.049999999999999996,84.87530669392443
0.055,88.25725312596681
0.06,91.52530369467343
0.065,94.69608102446963
0.07,97.78277103680212
0.07500000000000001,100.79590080225246
0.08,103.74393359797205
0.085,106.63370210904174
0.09000000000000001,109.47071999239584
0.095,112.25940974598383
0.1,115.00327451892944
0.10500000000000001,117.70503199449922
0.11,120.36672212335674
0.115,122.98979669754023
0.12000000000000001,125.57918209863428
0.125,128.1376536125881
0.13,130.6671185423582
0.135,133.16922510190665
0.14,135.64552765370578
0.14500000000000002,138.0974928868469
0.15,140.52648077200894
0.155,142.93373985362393
0.16,145.32041407559538
0.165,147.68755364385365
0.17,150.0361256358682
0.17500000000000002,152.36702307182617
0.18000000000000002,154.6810807290159
0.185,156.97906356006828
0.19,159.2616782652641
0.195,161.52958441164915
0.2,163.7833995433788
0.20500000000000002,166.02370123184198
0.21000000000000002,168.2510292033335
0.215,170.46588826192774
0.22,172.66875140095064
0.225,174.86006255626947
0.23,177.04023891276736
0.23500000000000001,179.2096729086925
0.24000000000000002,181.3687340644218
0.245,183.51777067635683
0.25,185.6571113733271
0.255,187.78706653426107
0.26,189.90792957875001
0.265,192.01997814725655
0.27,194.12347518527122
0.275,196.21866994167635
0.28,198.3057988069618
0.28500000000000003,200.38508631903036
0.29000000000000004,202.45674595398435
0.295,204.52098075903612
0.3,206.5779839865336
0.305,208.62793975624987
0.31,210.67102367841642
0.315,212.70740339924296
0.32,214.7372390909702
0.325,216.7606839190701
0.33,218.77788449288488
0.335,220.78898128903737
0.34,222.79410904250773
0.34500000000000003,224.7933971109101
0.35000000000000003,226.78696981896877
0.35500000000000004,228.77494678531878
0.36,230.75744323073584
0.365,232.73457026793375
0.37,234.70643517485385
0.375,236.673141653506
0.38,238.63479007546468
0.385,240.59147771453368
0.39,242.5432989672686
0.395,244.4903455622773
0.4,246.4327067592186
0.405,248.370469538186
0.41000000000000003,250.30371878003032
0.41500000000000004,252.2325374381813
0.42000000000000004,254.15700670253327
0.425,256.077206155936
0.43,257.9932139237592
0.435,259.90510681695895
0.44,261.8129604690576
0.445,263.71684946742226
0.45,265.6168474792194
0.455,267.51302737238245
0.46,269.40546133191816
0.465,271.29422097185613
0.47000000000000003,273.1793774431377
0.47500000000000003,275.06100153772036
0.48000000000000004,276.93916378916737
0.485,278.8139345699712
0.49,280.6853841858665
0.495,282.5535829673564
0.5,284.418601358693
0.505,286.2805100045258
0.51,288.1393798344415
0.515,289.99528214559854
0.52,291.84828868367316
0.525,293.69847172231476
0.53,295.5459041413119
0.535,297.3906595036771
0.54,299.2328121318353
0.545,301.072437183125
0.55,302.90961072481343
0.555,304.74440980880826
0.56,306.5759131557668
0.5650000000000001,308.40397335475075
0.5700000000000001,310.22913917421675
0.5750000000000001,312.0516990523459
0.5800000000000001,313.87175461031825
0.585,315.6893352084427
0.59,317.5044576547182
0.595,319.31714346241534
0.6,321.1274189926587
0.605,322.93531240828094
0.61,324.7408517131147
0.615,326.5440640662137
0.62,328.34497582237054
0.625,330.1436123824604
0.63,331.93999835024226
0.635,333.73415766501046
0.64,335.5261136330609
0.645,337.3158889144482
0.65,339.1035055181108
0.655,340.8889848156223
0.66,342.672347562193
0.665,344.4536139137904
0.67,346.2328034454507
0.675,348.0099351643923
0.68,349.78502752122097
0.685,351.5580984229282
0.6900000000000001,353.32916524727074
0.6950000000000001,355.0982448564512
0.7000000000000001,356.8653536094113
0.7050000000000001,358.63050737352296
0.71,360.3937215363645
0.715,362.1550110174981
0.72,363.9143902798881
0.725,365.67187334084207
0.73,367.4274737826501
0.735,369.1812047630251
0.74,370.9330790253503
0.745,372.68310890866024
0.75,374.4313063573525
0.755,376.1776829306669
0.76,377.92224981195176
0.765,379.6650178177254
0.77,381.40599740653033
0.775,383.1451986875751
0.78,384.8826314291844
0.785,386.618305067058
0.79,388.3522287123523
0.795,390.08441115958163
0.8,391.8148608943486
0.805,393.54358610090145
0.81,395.27059466953665
0.8150000000000001,396.9958942038392
0.8200000000000001,398.7194920277739
0.8250000000000001,400.4413409579583
0.8300000000000001,402.16152414571684
0.8350000000000001,403.88018880115214
0.84,405.5974085487147
0.845,407.31318003250556
0.85,409.027502989335
0.855,410.7403829565659
0.86,412.4518285493505
0.865,414.1618492068873
0.87,415.87045425314227
0.875,417.57765271052153
0.88,419.28345338407837
0.885,420.987864861788
0.89,422.69089558206724
0.895,424.3925538711131
0.9,426.0928479440752
0.905,427.79178589653884
0.91,429.4893757022569
0.915,431.18562521730985
0.92,432.8805421857687
0.925,434.5741342436977
0.93,436.26640892317687
0.935,437.95737365512207
0.9400000000000001,439.64703577189636
0.9450000000000001,441.3354025104895
0.9500000000000001,443.02248101600634
0.9550000000000001,444.70827834496225
0.9600000000000001,446.39280146826985
0.965,448.07605727415336
0.97,449.75805257112455
0.975,451.4387940909833
0.98,453.1182884917368
0.985,454.79654236044166
0.99,456.47356221599154
0.995,458.14935451189365
1,459.82392563901
