% Model,STEAM_T1_5B.mph
% Version,COMSOL 5.3.1.180
% Date,"Apr 25 2018, 11:47"
% Table,Table 7 - k_avg_HT0_5Aa (k_avg_HT0_5Aa)
% Time (s),k_avg_HT0_5Aa (W/(m*K))
0.0018700000000000001,2241.859061209
0.0018800000000000002,2237.385377809571
0.0018900000000000002,2232.930760321998
0.0019000000000000002,2228.49510110412
0.0019100000000000002,2224.0782928285485
0.0019200000000000003,2219.680228501571
0.00193,2215.300801480957
0.00194,2210.9399054927735
0.0019500000000000001,2206.597434647139
0.0019600000000000004,2202.273283453129
0.00197,2197.9673468326832
0.00198,2193.6795201337595
0.00199,2189.409699142587
0.002,2185.157780095188
0.00201,2180.9236596881565
0.00202,2176.7072350886897
0.00203,2172.5084039439903
0.00204,2168.327064390017
0.00205,2164.1631150595917
0.00206,2160.0164550899676
0.0020700000000000002,2155.8869841297756
0.0020800000000000003,2151.7746023455165
0.0020900000000000003,2147.6792104274978
0.0021000000000000003,2143.600709595272
0.0021100000000000003,2139.539001602673
0.0021200000000000004,2135.4939887423584
0.0021300000000000004,2131.4655738499814
0.00214,2127.453660307889
0.00215,2123.458152048548
0.00216,2119.4789535575233
0.00217,2115.515969876127
0.00218,2111.5691066037834
0.00219,2107.6382699000324
0.0022,2103.723366486266
0.00221,2099.824303647145
0.00222,2095.9409892318185
0.00223,2092.0733316548017
0.0022400000000000002,2088.2212398966562
0.0022500000000000003,2084.384623504464
0.0022600000000000003,2080.563392592007
0.0022700000000000003,2076.757457839817
0.0022800000000000003,2072.966730494968
0.0022900000000000004,2069.191122370706
0.0023000000000000004,2065.4305458459276
0.00231,2061.6849138644093
0.00232,2057.954139933957
0.00233,2054.2381381253626
0.00234,2050.5368230712156
0.00235,2046.850109964606
0.00236,2043.1779145576572
0.00237,2039.5201531599598
0.00238,2035.8767426368868
0.00239,2032.2476305194716
0.0024000000000000002,2028.632895071824
0.0024100000000000002,2025.0326106435502
0.0024200000000000003,2021.44672062231
0.0024300000000000003,2017.875113888391
0.0024400000000000003,2014.3176837775716
0.0024500000000000004,2010.774340972501
0.0024600000000000004,2007.2450036829787
0.0024700000000000004,2003.7295889115292
0.00248,2000.22801072288
0.00249,1996.7401833429724
0.0025,1993.2660218991932
0.00251,1989.8054424473225
0.00252,1986.3583618488485
0.00253,1982.9246976837635
0.00254,1979.5043681037707
0.00255,1976.0972920528418
0.00256,1972.7033891953622
0.0025700000000000002,1969.322579833323
0.0025800000000000003,1965.9547848893665
0.0025900000000000003,1962.5999259227285
0.0026000000000000003,1959.2579251398054
0.0026100000000000003,1955.9287053907008
0.0026200000000000004,1952.612190159463
0.0026300000000000004,1949.3083035565537
0.0026400000000000004,1946.0169703097085
0.00265,1942.7381157587758
0.00266,1939.471665851887
0.00267,1936.2175471400449
0.00268,1932.9756867703998
0.00269,1929.7460124796917
0.0027,1926.5284525886698
0.00271,1923.322935996745
0.00272,1920.1293921764484
0.0027300000000000002,1916.9477511676773
0.0027400000000000002,1913.7779435720097
0.0027500000000000003,1910.6199005472788
0.0027600000000000003,1907.473553802183
0.0027700000000000003,1904.3388355909108
0.0027800000000000004,1901.2156787078172
0.0027900000000000004,1898.1040164820902
0.0028000000000000004,1895.0037827725525
0.0028100000000000004,1891.9149119625029
0.00282,1888.8373389545961
0.00283,1885.7709991657825
0.00284,1882.7158285222822
0.00285,1879.6717634546221
0.00286,1876.6387408927417
0.00287,1873.6166982611153
0.00288,1870.6055734739691
0.00289,1867.605304930499
0.0029000000000000002,1864.6158315101686
0.0029100000000000003,1861.6370925680592
0.0029200000000000003,1858.6690279302543
0.0029300000000000003,1855.711577889273
0.0029400000000000003,1852.7646831995737
0.0029500000000000004,1849.8282850730698
0.0029600000000000004,1846.9023251747394
0.0029700000000000004,1843.9867456182235
0.0029800000000000004,1841.0814889615276
0.00299,1838.186498202737
0.003,1835.301716775786
0.00301,1832.4270885462722
0.00302,1829.5625578073132
0.00303,1826.7080692754662
0.00304,1823.8635680866585
0.00305,1821.0289997921827
0.0030600000000000002,1818.2043103547471
0.0030700000000000002,1815.3894461445348
0.0030800000000000003,1812.5843539353398
0.0030900000000000003,1809.7889809007186
0.0031000000000000003,1807.0032746102145
0.0031100000000000004,1804.2271830255713
0.0031200000000000004,1801.4606544970532
0.0031300000000000004,1798.703637759749
0.0031400000000000004,1795.9560819299425
0.0031500000000000005,1793.2179365015415
0.00316,1790.4891513424886
0.00317,1787.7696766912723
0.00318,1785.0594631534357
0.00319,1782.358461698129
0.0032,1779.6666236547385
0.00321,1776.9839007094938
0.00322,1774.3102449021324
0.0032300000000000002,1771.645608622638
0.0032400000000000003,1768.9899446079621
0.0032500000000000003,1766.3432059388003
0.0032600000000000003,1763.7053460364195
0.0032700000000000003,1761.0763186594945
0.0032800000000000004,1758.4560779009994
0.0032900000000000004,1755.8445781851099
0.0033000000000000004,1753.241774264171
0.0033100000000000004,1750.6476212156686
0.0033200000000000005,1748.062074439241
0.00333,1745.4850896537446
0.00334,1742.916622894301
0.00335,1740.3566305094498
0.00336,1737.8050691582584
0.00337,1735.2618958075034
0.00338,1732.727067728883
0.0033900000000000002,1730.2005424962445
0.0034000000000000002,1727.6822779828442
0.0034100000000000003,1725.1722323586482
0.0034200000000000003,1722.670364087644
0.0034300000000000003,1720.1766319252163
0.0034400000000000003,1717.6909949154835
0.0034500000000000004,1715.2134123887483
0.0034600000000000004,1712.743843958908
0.0034700000000000004,1710.2822495209246
0.0034800000000000005,1707.8285892483113
0.0034900000000000005,1705.382823590654
0.0035,1702.9449132711513
0.00351,1700.514819284185
0.00352,1698.0925028929164
0.00353,1695.6779256268971
0.00354,1693.2710492797287
0.00355,1690.8718359067318
0.0035600000000000002,1688.480247822631
0.0035700000000000003,1686.0962475992867
0.0035800000000000003,1683.7197980634255
0.0035900000000000003,1681.3508622944291
0.0036000000000000003,1678.989403622108
0.0036100000000000004,1676.6353856245116
0.0036200000000000004,1674.2887721257907
0.0036300000000000004,1671.9495271940382
0.0036400000000000004,1669.6176151391694
0.0036500000000000005,1667.293000510841
0.0036600000000000005,1664.9756480963774
0.00367,1662.6655229186981
0.00368,1660.362590234311
0.00369,1658.0668155312965
0.0037,1655.7781645273103
0.00371,1653.4966031676347
0.00372,1651.2220976232109
0.0037300000000000002,1648.9546142887282
0.0037400000000000003,1646.6941197807103
0.0037500000000000003,1644.4405809356251
0.0037600000000000003,1642.1939648080258
0.0037700000000000003,1639.95423866869
0.0037800000000000004,1637.7213700028083
0.0037900000000000004,1635.4953265081567
0.0038000000000000004,1633.2760760933033
0.0038100000000000005,1631.063586875867
0.0038200000000000005,1628.8578271807119
0.0038300000000000005,1626.658765538242
0.0038400000000000005,1624.4663706826818
0.00385,1622.2806115503568
0.00386,1620.1014572780225
0.00387,1617.9288772012003
0.00388,1615.762840852494
0.0038900000000000002,1613.6033179600001
0.0039000000000000003,1611.4502784456695
0.00391,1609.3036924236922
0.003920000000000001,1607.1635301989315
0.00393,1605.0297622653509
0.00394,1602.902359304453
0.00395,1600.7812921837465
0.00396,1598.6665319552317
0.0039700000000000004,1596.5580498538652
0.00398,1594.4558172960983
0.0039900000000000005,1592.3598058783884
0.004,1590.2699873757372
0.0040100000000000005,1588.1863337402253
0.00402,1586.1088170996004
0.004030000000000001,1584.0374097558563
0.00404,1581.9720841838152
0.004050000000000001,1579.9128130297338
0.00406,1577.8595691099404
0.004070000000000001,1575.8123254094592
0.00408,1573.7710550806582
0.004090000000000001,1571.73573144192
0.0041,1569.7063279763088
0.00411,1567.682818330256
0.00412,1565.6651763122688
0.00413,1563.6533758916405
0.0041400000000000005,1561.647391197178
0.00415,1559.6471965159376
0.0041600000000000005,1557.6527662919636
0.00417,1555.6640751250848
0.0041800000000000006,1553.6810977696496
0.00419,1551.7038091333434
0.004200000000000001,1549.732184275956
0.00421,1547.7661984082267
0.004220000000000001,1545.805826890633
0.00423,1543.8510452322503
0.004240000000000001,1541.9018290895694
0.00425,1539.958154265366
0.004260000000000001,1538.0199967075712
0.00427,1536.0873325081304
0.00428,1534.160137901909
0.00429,1532.2383892655698
0.0043,1530.3220631165009
0.0043100000000000005,1528.4111361117164
0.00432,1526.505585046803
0.0043300000000000005,1524.6053868548345
0.00434,1522.7105186053532
0.004350000000000001,1520.8209575032884
0.00436,1518.93668088796
0.004370000000000001,1517.0576662320389
0.00438,1515.1838911405305
0.004390000000000001,1513.3153333497821
0.0044,1511.4519707264858
0.004410000000000001,1509.5937812666932
0.00442,1507.7407430948315
0.004430000000000001,1505.8928344627614
0.00444,1504.0500337487847
0.00445,1502.212319456727
0.00446,1500.3796702149739
0.00447,1498.552064775567
0.0044800000000000005,1496.729482013245
0.00449,1494.9119009245628
0.0045000000000000005,1493.0993006269678
0.00451,1491.2916603578976
0.004520000000000001,1489.4889594739188
0.00453,1487.6911774498055
0.004540000000000001,1485.8982938777015
0.00455,1484.1102884662287
0.004560000000000001,1482.3271410396544
0.00457,1480.5488315370128
0.004580000000000001,1478.7753400112915
0.00459,1477.006646628564
0.004600000000000001,1475.2427316672095
0.00461,1473.4835755170432
0.00462,1471.729158678542
0.0046300000000000004,1469.9794617620125
0.00464,1468.2344654868118
0.0046500000000000005,1466.4941506805558
0.00466,1464.7584982783146
0.0046700000000000005,1463.0274893218643
0.00468,1461.3011049589104
0.004690000000000001,1459.5793264423007
0.0047,1457.862135129299
0.004710000000000001,1456.1495124808312
0.00472,1454.4414400607152
0.004730000000000001,1452.73789953497
0.00474,1451.038872671045
0.004750000000000001,1449.3443413371135
0.00476,1447.654287501365
0.004770000000000001,1445.9686932312777
0.00478,1444.2875406929204
0.00479,1442.6108121502582
0.0048000000000000004,1440.9384899644576
0.00481,1439.2705565931944
0.0048200000000000005,1437.6069945899844
0.00483,1435.9477866035022
0.0048400000000000006,1434.2929153769048
0.00485,1432.6423637471926
0.004860000000000001,1430.996114644526
0.00487,1429.3541510915943
0.004880000000000001,1427.7164562029525
0.00489,1426.0830131843977
0.004900000000000001,1424.4538053323224
0.00491,1422.8288160330906
0.004920000000000001,1421.2080287624083
0.00493,1419.5914270847175
0.004940000000000001,1417.9789946525727
0.00495,1416.3707152060274
0.00496,1414.766572572045
0.0049700000000000005,1413.1665506639015
0.00498,1411.570633480566
0.0049900000000000005,1409.9788051061585
0.005,1408.3910497093163
0.005,1408.3910497093163
0.01,924.9051402958428
0.015,714.0739004785119
0.02,599.82168666426
0.025,529.3751708331135
0.030000000000000002,482.0855636039183
0.034999999999999996,448.5219551636294
0.04,423.7841593923017
0.045,405.0320100834782
0.049999999999999996,390.49261949625253
0.055,379.0054742100076
0.06,369.7846617860764
0.065,362.28270577134396
0.07,356.10847859538814
0.07500000000000001,350.97615416332724
0.08,346.6726429460607
0.085,343.03628318271984
0.09000000000000001,339.94254007156087
0.095,337.29417745882137
0.1,335.0143581360553
0.10500000000000001,333.041708761284
0.11,331.3267313587033
0.115,329.8291552753244
0.12000000000000001,328.5140508667993
0.125,327.3537673333236
0.13,326.3256787436844
0.135,325.41092336911083
0.14,324.59364796272473
0.14500000000000002,323.86047184922546
0.15,323.2000627656973
0.155,322.6027886475681
0.16,322.06043203805854
0.165,321.5659568323877
0.17,321.1133177826596
0.17500000000000002,320.6973043800072
0.18000000000000002,320.313410947722
0.185,319.95773330558615
0.19,319.6268788050688
0.195,319.3178913675246
0.2,319.02818943331977
0.20500000000000002,318.75551399844767
0.21000000000000002,318.49788458294324
0.215,318.25356173184935
0.22,318.02101504900736
0.225,317.7988959199892
0.23,317.586014177421
0.23500000000000001,317.3813180714247
0.24000000000000002,317.18387702166007
0.245,316.99286672455423
0.25,316.80755626391107
0.255,316.6272969302832
0.26,316.4515125007918
0.265,316.27969076997545
0.27,316.11137615504884
0.275,315.94616322634926
0.28,315.78369104278704
0.28500000000000003,315.6236381596088
0.29000000000000004,315.4657182474796
0.295,315.30967623947066
0.3,315.1552849267716
0.305,315.0023419439422
0.31,314.85066709942834
0.315,314.7001000113821
0.32,314.55049801013547
0.325,314.4017342729004
0.33,314.25369616251675
0.335,314.1062837468763
0.34,313.95940847837
0.34500000000000003,313.81299201457654
0.35000000000000003,313.66696516365215
0.35500000000000004,313.5212669401933
0.36,313.37584371933673
0.365,313.2306484782486
0.37,313.0856401153461
0.375,312.94078283871494
0.38,312.79604561623887
0.385,312.65140168086685
0.39,312.50682808519355
0.395,312.3623053001524
0.4,312.2178168532232
0.405,312.0733490020662
0.41000000000000003,311.92889043995586
0.41500000000000004,311.7844320297949
0.42000000000000004,311.63996656380823
0.425,311.4954885463537
0.43,311.35099399755626
0.435,311.2064802756941
0.44,311.0619459165158
0.445,310.9173904878314
0.45,310.772814457892
0.455,310.62821907624436
0.46,310.4836062658522
0.465,310.33897852541963
0.47000000000000003,310.19433884094207
0.47500000000000003,310.0496906056236
0.48000000000000004,309.90503754736073
0.485,309.76038366309257
0.49,309.61573315937505
0.495,309.4710903985894
0.5,309.32645985026846
0.505,309.1818460470672
0.51,309.0372535449315
0.515,308.8926868870855
0.52,308.7481505714795
0.525,308.6036490213706
0.53,308.45918655873936
0.535,308.3147673802826
0.54,308.1703955357278
0.545,308.0260749082507
0.55,307.88180919678916
0.555,307.7376019000665
0.56,307.5935349041819
0.5650000000000001,307.44962928085795
0.5700000000000001,307.30585114555964
0.5750000000000001,307.16218685452196
0.5800000000000001,307.01863728479475
0.585,306.87520884115617
0.59,306.7319087557505
0.595,306.58874372442443
0.6,306.44571989199767
0.605,306.30284309039405
0.61,306.16011899219916
0.615,306.0175531642586
0.62,305.8751510643438
0.625,305.73291805323447
0.63,305.5908593828868
0.635,305.44898018679316
0.64,305.3072854786007
0.645,305.1657801544955
0.65,305.0244689951278
0.655,304.88335666624073
0.66,304.74244771888243
0.665,304.6017465900605
0.67,304.46125760341454
0.675,304.32098497040795
0.68,304.18093279174724
0.685,304.0411050587327
0.6900000000000001,303.90150565456446
0.6950000000000001,303.76213835574345
0.7000000000000001,303.62300683362696
0.7050000000000001,303.4841146560546
0.71,303.34546528899284
0.715,303.20706209818854
0.72,303.0689083508621
0.725,302.93100721743474
0.73,302.7933617732769
0.735,302.6559750004643
0.74,302.5188497895341
0.745,302.3819889412454
0.75,302.2453951683388
0.755,302.1090710972971
0.76,301.9730192700881
0.765,301.83724214590353
0.77,301.7017421028778
0.775,301.5665214397952
0.78,301.4315823777803
0.785,301.296927061966
0.79,301.16255756314087
0.795,301.02847587937663
0.8,300.89468393762786
0.805,300.7611835953152
0.81,300.62797664187474
0.8150000000000001,300.4950648002871
0.8200000000000001,300.36244972857895
0.8250000000000001,300.23013720490917
0.8300000000000001,300.09812289255916
0.8350000000000001,299.9663974800691
0.84,299.8349572684413
0.845,299.7038044013407
0.85,299.5729407104997
0.855,299.44236751121736
0.86,299.31208581426904
0.865,299.1820965007793
0.87,299.052400395848
0.875,298.92299828438155
0.88,298.793890906251
0.885,298.6650789577945
0.89,298.5365630882068
0.895,298.40834389821106
0.9,298.2804219414481
0.905,298.1527977265545
0.91,298.0254717187372
0.915,297.8984443408276
0.92,297.7717159741935
0.925,297.6452869597486
0.93,297.51915759892813
0.935,297.3933281547279
0.9400000000000001,297.2677988527287
0.9450000000000001,297.14256988205335
0.9500000000000001,297.017641396267
0.9550000000000001,296.893013514274
0.9600000000000001,296.7686863212033
0.965,296.6446598692796
0.97,296.5209341786617
0.975,296.39750923825716
0.98,296.2743850065154
0.985,296.15156141220626
0.99,296.02903835517833
0.995,295.9068157070995
1,295.7848933121692
